track_id,track_name,album_name,release_year,x,y,cluster,spotify_url,image_url,lyrics_clean,word_count,character_count
6nt3AoYjkaqXMZhypTBky1,SWIM,KEEP SWIMMING,2026,20.324995,-5.031776,2,https://open.spotify.com/track/6nt3AoYjkaqXMZhypTBky1,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (Too sad)
Turn my face from the land (Sad)
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",370.0,1872.0
7EytKcb3klVPpN5IW1sj1Y,SWIM with RM (Chill Hip Hop Remix),KEEP SWIMMING,2026,20.287645,-5.0690074,2,https://open.spotify.com/track/7EytKcb3klVPpN5IW1sj1Y,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash, drift
I make waves with my two fins
Splash, drip
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",362.0,1816.0
5dZLsPskKzph16LWo31uxL,SWIM with Jin (Alternative Rock Remix),KEEP SWIMMING,2026,20.293402,-5.063354,2,https://open.spotify.com/track/5dZLsPskKzph16LWo31uxL,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin'
Why you run away? You can run in
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",364.0,1841.0
5AL5OrvyIMPqKjl9iw3xO5,SWIM with SUGA (Melodic Techno Remix),KEEP SWIMMING,2026,20.25996,-5.09681,2,https://open.spotify.com/track/5AL5OrvyIMPqKjl9iw3xO5,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just
Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching—

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive
I could spend a lifetime watching you

Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching you
Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching you

Swim, swim
Swim, swim
I could spend a lifetime watching you",455.0,2312.0
3MCJY7lXCHa0UNIjsAucaJ,SWIM with j-hope (Afrobeat Remix),KEEP SWIMMING,2026,20.358072,-4.998727,2,https://open.spotify.com/track/3MCJY7lXCHa0UNIjsAucaJ,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line (The line)
Under here, we don't chase the time (The time)
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",370.0,1877.0
1rHA1rzjy0cBgmV0ZwfrXb,SWIM with Jimin (Slow Jam R&B Remix),KEEP SWIMMING,2026,20.219585,-5.1371884,2,https://open.spotify.com/track/1rHA1rzjy0cBgmV0ZwfrXb,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all bеgins
Swim, swim
I just wanna dive, I just wanna dive

Water, watеr so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line (The line)
Under here, we don't chase the time (The time)
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",370.0,1877.0
7msJH9xSJP7C7KTo3HM0i2,SWIM with V (Electronic Remix),KEEP SWIMMING,2026,20.315449,-5.041465,2,https://open.spotify.com/track/7msJH9xSJP7C7KTo3HM0i2,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all bеgins
Swim, swim
I just wanna dive, I just wanna dive

Water, watеr so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash, drift
I make waves with my two fins (Two fins)
Splash, drip
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive
Dive, dive, dive, dive, dive, dive, dive, dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",373.0,1880.0
0a7MZlflT3ZdvdwoP72zM3,SWIM with Jung Kook (Acoustic Lofi Remix),KEEP SWIMMING,2026,20.325811,-5.03111,2,https://open.spotify.com/track/0a7MZlflT3ZdvdwoP72zM3,https://i.scdn.co/image/ab67616d0000b273dd898ec5b8a2107a1ab9f47b,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",368.0,1859.0
2rKkfc4VZ74FQDc1FF1Zo6,Body to Body,ARIRANG,2026,6.9556193,6.95222,-1,https://open.spotify.com/track/2rKkfc4VZ74FQDc1FF1Zo6,https://i.scdn.co/image/ab67616d0000b273dfa17fad7f190c901603270e,"I need
I need, I need (What you need, twin?)
I need (What you need?)
I need, I need

I need the whole stadium to jump
Put your phone down, let's get all the fun
I got my eyes on the row in the front
The vibe is high, if we bein' blunt
The vibe is high, let the building (
Hey
)
B-T-uh, from everywhere to Korea
총 칼 키보드 다 좀 치워
인생은 짧아 증오는 비워
It's big in real life
뭘 체면 따져 내려놔, 야 인마
Hop in
좀 더 가까이 와 skin to skin

I need some body to body
All of your body beside me
저기 저 달에 닿게 손에 손, 너와 나, we on and on, yeah
Sunrise, but we don't go home

Somebody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like, everybody like you

It's so tight
I mean, 너와의 사이
I mean, 우리만의 그 style
I mean, we livin' the life
두 눈을 감지 않을 이 밤, uh
솟구치는 겨레의 마음, mm
Be about it, be about it, be about it
You could see about it or you read about it

I need some body to body
All of your body beside me
저기 저 달에 닿게 손에 손, 너와 나, we on and on, yeah
Sunrise, but we don't go home

Somebody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like
Everbody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like, everbody like you

아리랑, 아리랑, 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발병난다

I need the whole stadium to jump
Put your phone down, let's get all the fun
You at the side, at the back, at the front",304.0,1374.0
20dAJsyno9ZoBLJtqgQnUI,Hooligan,ARIRANG,2026,4.6738253,9.811155,-1,https://open.spotify.com/track/20dAJsyno9ZoBLJtqgQnUI,https://i.scdn.co/image/ab67616d0000b273dfa17fad7f190c901603270e,"Watch this, watch this beat goin' hooligan
We pop out, we actin' a fool again (Ooh)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan (Ooh)

Why this bassline slappin' so rude?
Drop it lower than chopped and screwed (
Screwed, screwed, screwed
)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan

Man, I'm 'bout to blow a fuse (Yeah)
통제불능, 머리 춤 (Yeah)
뛰어 미친놈인 듯 (Uh)
Me everywhere, 얼쑤
Somebody move (Move), somebody move (Move)
다들 모여 하나 둘 (둘)
I can never ever choose (Yeah)
Every one o' you a muse

Crowd lookin' like a campus
Beat drop, 우린 dancin'

Watch this, watch this beat goin' hooligan
We pop out, we actin' a fool again
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan

Why this bassline slappin' so rude?
Drop it lower than chopped and screwed (Screwed, screwed, screwed)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan

I go cuckoo crazy, loco, save me, woo
Like El Cucuy, 굳이 말 안 해도 알잖아, woo
Hooligan, like hooligan, 때려 부숴 like hooligan
시간 됐으니 좀 비켜 좀, all clear 이상 무
Take you out, take you out
What's the future? Where's the now?
This is international
Make it unforgettable

Watch this, watch this beat goin' hooligan
We pop out, we actin' a fool again (Ooh)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan (Ooh)

Yeah, we the mess, gonna get a bigger mop here (Bigger mop)
This that K, gotta get a better pop here (Better pop)
You gon' hear this one playin' 'round the clock, yeah ('Round the clock)
'Round the clock, clock, clock, clock

Why this bassline slappin' so rude?
Drop it lower than chopped and screwed (Screwed, screwed, screwed)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan
Why this bassline slappin' so rude?
Drop it lower than chopped and screwed (Screwed, screwed, screwed)
Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha, hooligan
Watch this, watch this beat goin' hooligan",322.0,2075.0
