track_id,track_name,album_id,album_name,genius_title,genius_artist,genius_url,lyrics,title_score,artist_ok,search_status
6nt3AoYjkaqXMZhypTBky1,SWIM,6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM,BTS,https://genius.com/Bts-swim-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (Too sad)
Turn my face from the land (Sad)
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
7EytKcb3klVPpN5IW1sj1Y,SWIM with RM (Chill Hip Hop Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with RM (Chill Hip Hop Remix),BTS,https://genius.com/Bts-swim-with-rm-chill-hip-hop-remix-lyrics,"Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash, drift
I make waves with my two fins
Splash, drip
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water fallin' off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
5dZLsPskKzph16LWo31uxL,SWIM with Jin (Alternative Rock Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with Jin (Alternative Rock Remix),BTS,https://genius.com/Bts-swim-with-jin-alternative-rock-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin'
Why you run away? You can run in
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
5AL5OrvyIMPqKjl9iw3xO5,SWIM with SUGA (Melodic Techno Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with SUGA (Melodic Techno Remix),BTS,https://genius.com/Bts-swim-with-suga-melodic-techno-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just
Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching—

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive
I could spend a lifetime watching you

Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching you
Swim, swim
I just wanna dive, I just wanna dive
Swim, swim
I could spend a lifetime watching you

Swim, swim
Swim, swim
I could spend a lifetime watching you",1.0,True,exact
3MCJY7lXCHa0UNIjsAucaJ,SWIM with j-hope (Afrobeat Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with j-hope (Afrobeat Remix),BTS,https://genius.com/Bts-swim-with-j-hope-afrobeat-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line (The line)
Under here, we don't chase the time (The time)
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
1rHA1rzjy0cBgmV0ZwfrXb,SWIM with Jimin (Slow Jam R&B Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with Jimin (Slow Jam R&B Remix),BTS,https://genius.com/Bts-swim-with-jimin-slow-jam-r-b-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away, I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody-goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all bеgins
Swim, swim
I just wanna dive, I just wanna dive

Water, watеr so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line (The line)
Under here, we don't chase the time (The time)
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
7msJH9xSJP7C7KTo3HM0i2,SWIM with V (Electronic Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with V (Electronic Remix),BTS,https://genius.com/Bts-swim-with-v-electronic-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all bеgins
Swim, swim
I just wanna dive, I just wanna dive

Water, watеr so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Oh)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive (Hey)

Splash, drift
I make waves with my two fins (Two fins)
Splash, drip
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive
Dive, dive, dive, dive, dive, dive, dive, dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
0a7MZlflT3ZdvdwoP72zM3,SWIM with Jung Kook (Acoustic Lofi Remix),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,SWIM with Jung Kook (Acoustic Lofi Remix),BTS,https://genius.com/Bts-swim-with-jung-kook-acoustic-lofi-remix-lyrics,"Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim, swim
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Bad world, gone away and I still wake up in this mad world
Name a place that I could breathe on this map, world
Lookin' like a goody, goody in this bad world, bad world
Don't know how to act, girl
I'm in the deep, tell me, where the hell you at, girl?
Oh, you ain't even gotta love me bad, girl
You know that I'm never holdin' back, girl
Yeah

So easy, don't make it so hard
Nights like these, I just wanna get lost
Right here with the moon and the sharks
I ain't gotta think 'bout a thing, baby, I just

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Water, water so deep, water so deep
Take it off the ground, I ain't never gettin' cold feet
Yeah, you know me, yeah, you know me
Sittin' on the shore, now I'm ready for the whole sea
I can feel the high waves comin' (Yeah)
Why you run away? You can run in (Yeah)
Salt on my tongue, she's stunnin' (Yeah)
You're the only place that I wanna be, yeah

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
This is how it all begins
Swim, swim
I just wanna dive, I just wanna dive

Splash (Splash), drift (Drift)
I make waves with my two fins (Two fins)
Splash (Woo), drip (Drip)
I just wanna take it across the line
Under here, we don't chase the time
Baby, everything can't be so sad (So sad)
Turn my face from the land
I just wanna dive, I just wanna dive

Swim, swim
Water falling off your skin
Swim, swim
I could spend a lifetime watching you
Swim (Swim), swim (Swim)
Let it all begin
Swim, swim
I just wanna dive, I just wanna dive",1.0,True,exact
0hnJ6xEDnBf6zlptWFSQl6,SWIM (Instrumental),6iPjmGZeonxBZ9r7Cjkezq,KEEP SWIMMING,,,,,0.0,False,instrumental
2rKkfc4VZ74FQDc1FF1Zo6,Body to Body,3ukkRHDHbN8tNRPKsGZR1h,ARIRANG,Body to Body,BTS,https://genius.com/Bts-body-to-body-lyrics,"I need
I need, I need (What you need, twin?)
I need (What you need?)
I need, I need

I need the whole stadium to jump
Put your phone down, let's get all the fun
I got my eyes on the row in the front
The vibe is high, if we bein' blunt
The vibe is high, let the building (
Hey
)
B-T-uh, from everywhere to Korea
총 칼 키보드 다 좀 치워
인생은 짧아 증오는 비워
It's big in real life
뭘 체면 따져 내려놔, 야 인마
Hop in
좀 더 가까이 와 skin to skin

I need some body to body
All of your body beside me
저기 저 달에 닿게 손에 손, 너와 나, we on and on, yeah
Sunrise, but we don't go home

Somebody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like, everybody like you

It's so tight
I mean, 너와의 사이
I mean, 우리만의 그 style
I mean, we livin' the life
두 눈을 감지 않을 이 밤, uh
솟구치는 겨레의 마음, mm
Be about it, be about it, be about it
You could see about it or you read about it

I need some body to body
All of your body beside me
저기 저 달에 닿게 손에 손, 너와 나, we on and on, yeah
Sunrise, but we don't go home

Somebody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like
Everbody like you, ayy
Somebody like you, oh
Somebody like you, ayy
Somebody like you, somebody like, everbody like you

아리랑, 아리랑, 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발병난다

I need the whole stadium to jump
Put your phone down, let's get all the fun
You at the side, at the back, at the front",1.0,True,exact
